farm_id,lat,lon,date,temp_max,temp_min,temp,humidity,precip,windspeed,pressure,visibility,cloudcover,conditions,description,uvindex,sunrise,sunset
F001,10.546179,76.41653,2024-10-04,31.6,24.6,27.6,85.3,6.0,14.8,1009.7,4.4,62.0,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,8.0,06:12:58,18:12:57
F001,10.546179,76.41653,2024-10-05,31.0,24.0,27.0,86.2,3.3,13.0,1009.6,5.1,80.7,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,9.0,06:12:57,18:12:22
F001,10.546179,76.41653,2024-10-06,30.2,24.4,26.7,86.4,8.0,11.2,1009.1,5.1,78.3,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,7.0,06:12:56,18:11:47
F001,10.546179,76.41653,2024-10-07,31.0,24.0,27.1,84.4,11.4,14.8,1010.1,5.0,89.0,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,6.0,06:12:56,18:11:12
F001,10.546179,76.41653,2024-10-08,31.0,23.7,27.6,81.4,4.3,14.8,1010.2,4.9,79.2,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,5.0,06:12:56,18:10:38
F001,10.546179,76.41653,2024-10-09,32.0,25.0,27.3,85.2,17.7,15.8,1009.0,5.6,78.7,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,8.0,06:12:56,18:10:04
F001,10.546179,76.41653,2024-10-10,30.0,23.0,26.1,86.2,19.0,13.0,1008.5,5.8,88.6,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,5.0,06:12:57,18:09:31
F001,10.546179,76.41653,2024-10-11,30.0,23.0,26.2,85.8,10.0,15.5,1007.9,4.4,73.1,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,7.0,06:12:58,18:08:59
F001,10.546179,76.41653,2024-10-12,30.0,23.0,26.2,83.7,23.2,11.9,1008.9,4.1,73.3,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,3.0,06:13:00,18:08:27
F001,10.546179,76.41653,2024-10-13,30.0,22.1,26.3,87.1,5.0,14.8,1009.2,4.9,88.2,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,9.0,06:13:02,18:07:55
F001,10.546179,76.41653,2024-10-14,29.0,24.0,25.5,91.3,1.0,12.7,1009.1,3.8,88.7,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,6.0,06:13:05,18:07:24
F001,10.546179,76.41653,2024-10-15,29.0,24.0,26.3,87.4,0.4,13.2,1009.0,4.1,88.1,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,3.0,06:13:08,18:06:54
F001,10.546179,76.41653,2024-10-16,29.0,23.0,25.4,90.7,27.6,11.2,1009.0,4.7,89.3,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.,5.0,06:13:11,18:06:24
F001,10.546179,76.41653,2024-10-17,31.6,24.0,26.8,85.2,6.6,16.6,1008.7,6.7,70.0,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,8.0,06:13:16,18:05:55
F001,10.546179,76.41653,2024-10-18,31.2,23.4,27.1,83.9,7.0,13.0,1008.9,7.5,76.4,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,8.0,06:13:20,18:05:27
F001,10.546179,76.41653,2024-10-19,32.0,24.0,27.5,81.6,1.0,14.8,1009.9,4.9,74.6,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,7.0,06:13:25,18:05:00
F001,10.546179,76.41653,2024-10-20,31.4,25.0,28.0,80.8,1.4,14.8,1010.2,4.7,67.1,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,8.0,06:13:31,18:04:33
F001,10.546179,76.41653,2024-10-21,31.0,23.2,27.0,85.4,18.0,10.1,1010.6,6.9,74.1,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,9.0,06:13:38,18:04:07
F001,10.546179,76.41653,2024-10-22,33.0,25.0,28.0,81.1,1.0,18.4,1010.1,4.6,63.9,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,8.0,06:13:45,18:03:41
F001,10.546179,76.41653,2024-10-23,32.0,23.5,27.4,84.2,15.0,14.8,1009.9,5.4,75.8,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,8.0,06:13:52,18:03:17
F001,10.546179,76.41653,2024-10-24,31.0,24.0,26.8,84.1,12.4,11.2,1010.0,4.6,84.4,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,7.0,06:14:00,18:02:53
F001,10.546179,76.41653,2024-10-25,30.2,23.6,26.3,88.2,0.8,9.1,1010.3,6.0,75.8,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,8.0,06:14:09,18:02:30
F001,10.546179,76.41653,2024-10-26,31.4,22.6,27.1,84.0,5.2,18.4,1010.1,6.1,75.7,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,9.0,06:14:18,18:02:08
F001,10.546179,76.41653,2024-10-27,31.3,23.0,26.9,82.3,1.6,13.0,1009.1,6.5,58.1,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,8.0,06:14:28,18:01:47
F001,10.546179,76.41653,2024-10-28,32.0,24.6,27.6,82.2,30.6,14.8,1008.7,5.3,57.1,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,9.0,06:14:39,18:01:26
F001,10.546179,76.41653,2024-10-29,31.7,24.0,26.9,83.9,8.0,11.2,1009.7,8.9,67.9,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,8.0,06:14:50,18:01:07
F001,10.546179,76.41653,2024-10-30,33.0,24.0,27.9,82.2,0.2,14.8,1009.5,5.8,50.4,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,8.0,06:15:02,18:00:49
F001,10.546179,76.41653,2024-10-31,33.0,25.0,28.1,81.0,1.3,15.0,1009.9,5.3,41.1,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,8.0,06:15:15,18:00:31
F001,10.546179,76.41653,2024-11-01,32.0,25.0,27.1,84.6,1.0,13.0,1011.1,3.9,77.7,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,8.0,06:15:28,18:00:14
F001,10.546179,76.41653,2024-11-02,33.0,23.0,26.4,87.3,50.0,9.4,1011.1,5.4,77.5,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,7.0,06:15:42,17:59:59
F001,10.546179,76.41653,2024-11-03,31.0,23.0,26.1,86.8,1.0,16.6,1010.9,4.5,72.6,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,7.0,06:15:57,17:59:44
F001,10.546179,76.41653,2024-11-04,32.0,23.2,26.0,86.9,12.0,14.8,1010.4,5.4,67.1,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,8.0,06:16:12,17:59:30
F001,10.546179,76.41653,2024-11-05,32.0,23.0,26.3,86.5,9.0,20.5,1010.6,4.5,70.9,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,8.0,06:16:28,17:59:18
F001,10.546179,76.41653,2024-11-06,31.0,23.0,26.5,84.5,0.0,13.0,1011.0,9.2,51.7,Partially cloudy,Partly cloudy throughout the day.,8.0,06:16:45,17:59:06
F001,10.546179,76.41653,2024-11-07,32.4,24.0,27.8,83.2,0.0,13.0,1010.2,4.7,69.2,Partially cloudy,Partly cloudy throughout the day.,7.0,06:17:02,17:58:55
F001,10.546179,76.41653,2024-11-08,31.4,24.3,27.0,85.2,34.4,11.2,1010.1,4.6,79.4,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,6.0,06:17:20,17:58:46
F001,10.546179,76.41653,2024-11-09,32.0,24.0,27.4,81.1,0.0,13.0,1010.2,7.5,70.9,Partially cloudy,Partly cloudy throughout the day.,9.0,06:17:39,17:58:37
F001,10.546179,76.41653,2024-11-10,34.0,23.0,27.8,75.9,0.0,11.2,1010.0,6.1,49.6,Partially cloudy,Partly cloudy throughout the day.,9.0,06:17:58,17:58:30
F001,10.546179,76.41653,2024-11-11,32.0,23.0,27.4,79.2,0.1,11.2,1009.5,4.8,56.1,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,8.0,06:18:18,17:58:23
F001,10.546179,76.41653,2024-11-12,32.0,24.0,27.4,82.5,1.2,14.8,1008.7,4.6,65.7,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,7.0,06:18:39,17:58:18
F001,10.546179,76.41653,2024-11-13,33.0,24.0,27.8,81.7,0.6,8.8,1007.2,3.5,72.4,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,7.0,06:19:00,17:58:14
F001,10.546179,76.41653,2024-11-14,32.0,26.0,27.9,85.4,1.6,13.0,1009.1,6.2,79.9,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,7.0,06:19:22,17:58:10
F001,10.546179,76.41653,2024-11-15,31.0,24.2,27.6,82.9,15.0,9.4,1009.5,4.8,75.2,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,6.0,06:19:45,17:58:08
F001,10.546179,76.41653,2024-11-16,33.0,24.0,27.5,81.9,2.0,12.4,1008.6,3.8,67.4,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,7.0,06:20:08,17:58:07
F001,10.546179,76.41653,2024-11-17,33.4,24.0,28.4,78.3,8.0,14.8,1008.2,4.3,60.9,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,9.0,06:20:32,17:58:07
F001,10.546179,76.41653,2024-11-18,32.0,23.3,27.4,77.3,1.7,14.8,1009.0,8.1,57.2,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,8.0,06:20:56,17:58:08
F001,10.546179,76.41653,2024-11-19,33.0,25.0,27.9,75.9,0.0,14.4,1009.8,8.9,66.7,Partially cloudy,Partly cloudy throughout the day.,9.0,06:21:21,17:58:11
F001,10.546179,76.41653,2024-11-20,31.0,23.7,26.9,79.9,0.3,13.0,1009.4,5.3,79.5,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,4.0,06:21:47,17:58:14
F001,10.546179,76.41653,2024-11-21,31.0,24.0,27.1,79.4,0.0,11.2,1009.8,5.0,82.3,Partially cloudy,Partly cloudy throughout the day.,7.0,06:22:13,17:58:18
F001,10.546179,76.41653,2024-11-22,33.0,24.0,27.8,80.5,0.0,11.2,1009.3,3.9,52.9,Partially cloudy,Partly cloudy throughout the day.,9.0,06:22:39,17:58:24
F001,10.546179,76.41653,2024-11-23,33.0,25.0,28.3,77.5,0.0,11.2,1010.0,3.4,53.3,Partially cloudy,Partly cloudy throughout the day.,8.0,06:23:06,17:58:30
F001,10.546179,76.41653,2024-11-24,33.0,24.0,28.2,75.6,0.0,9.4,1009.9,4.0,54.5,Partially cloudy,Partly cloudy throughout the day.,8.0,06:23:34,17:58:38
F001,10.546179,76.41653,2024-11-25,33.0,24.0,27.8,76.4,0.0,7.9,1008.9,4.6,56.2,Partially cloudy,Partly cloudy throughout the day.,5.0,06:24:02,17:58:46
F001,10.546179,76.41653,2024-11-26,30.0,25.0,27.1,80.6,0.4,6.6,1008.2,3.4,79.0,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,4.0,06:24:31,17:58:56
F001,10.546179,76.41653,2024-11-27,29.0,22.6,26.4,76.4,1.1,20.5,1007.5,4.9,91.5,"Rain, Overcast",Cloudy skies throughout the day with rain.,5.0,06:25:00,17:59:07
F001,10.546179,76.41653,2024-11-28,32.0,23.0,26.9,80.6,0.0,9.4,1006.9,3.8,73.6,Partially cloudy,Partly cloudy throughout the day.,8.0,06:25:29,17:59:19
F001,10.546179,76.41653,2024-11-29,33.0,23.3,27.4,77.5,0.0,13.0,1007.2,5.7,75.9,Partially cloudy,Partly cloudy throughout the day.,6.0,06:25:59,17:59:31
F001,10.546179,76.41653,2024-11-30,31.0,23.0,27.0,83.8,0.0,16.6,1006.8,3.0,84.4,Partially cloudy,Partly cloudy throughout the day.,7.0,06:26:29,17:59:45
F001,10.546179,76.41653,2024-12-01,30.0,24.0,26.2,91.5,5.7,20.5,1005.7,3.7,88.5,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,4.0,06:26:59,18:00:00
F001,10.546179,76.41653,2024-12-02,28.0,22.0,24.8,93.1,30.0,20.5,1006.4,2.9,93.4,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,5.0,06:27:30,18:00:15
F001,10.546179,76.41653,2024-12-03,30.6,24.0,25.8,87.7,7.0,16.6,1008.5,3.9,85.1,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,7.0,06:28:01,18:00:32
F001,10.546179,76.41653,2024-12-04,31.5,24.0,26.5,86.4,14.0,13.0,1009.3,6.1,80.2,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,6.0,06:28:32,18:00:50
F001,10.546179,76.41653,2024-12-05,32.0,25.0,27.3,83.9,0.6,9.4,1010.0,3.7,78.9,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,7.0,06:29:03,18:01:08
F001,10.546179,76.41653,2024-12-06,32.0,24.0,27.9,81.5,0.0,9.4,1009.9,3.9,52.6,Partially cloudy,Partly cloudy throughout the day.,9.0,06:29:34,18:01:27
F001,10.546179,76.41653,2024-12-07,33.0,25.0,28.1,80.5,4.0,16.6,1009.9,3.5,61.5,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,8.0,06:30:06,18:01:48
F001,10.546179,76.41653,2024-12-08,32.0,24.5,27.6,81.2,0.0,13.0,1009.8,6.0,66.0,Partially cloudy,Partly cloudy throughout the day.,8.0,06:30:38,18:02:09
F001,10.546179,76.41653,2024-12-09,33.0,23.0,27.3,80.0,0.1,11.2,1009.6,4.1,48.9,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,8.0,06:31:10,18:02:31
F001,10.546179,76.41653,2024-12-10,31.4,24.0,27.3,81.1,0.1,16.6,1009.3,4.2,54.5,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,7.0,06:31:42,18:02:53
F001,10.546179,76.41653,2024-12-11,33.0,23.0,27.7,71.6,0.0,18.6,1008.8,5.8,59.9,Partially cloudy,Partly cloudy throughout the day.,8.0,06:32:13,18:03:17
F001,10.546179,76.41653,2024-12-12,27.4,24.6,26.0,82.9,12.5,13.0,1008.0,4.6,78.2,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,4.0,06:32:45,18:03:41
F001,10.546179,76.41653,2024-12-13,27.0,23.9,25.3,93.2,15.0,10.8,1008.8,5.5,90.5,"Rain, Overcast",Cloudy skies throughout the day with morning rain.,4.0,06:33:17,18:04:06
F001,10.546179,76.41653,2024-12-14,29.0,23.0,25.6,89.0,1.1,16.6,1010.3,4.0,83.2,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,5.0,06:33:49,18:04:32
F001,10.546179,76.41653,2024-12-15,32.0,21.0,26.2,74.5,0.0,15.8,1010.6,6.0,39.0,Partially cloudy,Partly cloudy throughout the day.,9.0,06:34:20,18:04:58
F001,10.546179,76.41653,2024-12-16,33.0,21.0,26.6,71.4,0.0,13.7,1010.1,6.1,44.3,Partially cloudy,Partly cloudy throughout the day.,8.0,06:34:52,18:05:25
F001,10.546179,76.41653,2024-12-17,33.0,22.0,26.8,72.6,0.0,13.0,1009.6,4.1,35.5,Partially cloudy,Partly cloudy throughout the day.,9.0,06:35:23,18:05:52
F001,10.546179,76.41653,2024-12-18,32.0,21.0,26.3,77.8,0.0,13.0,1009.1,3.9,34.8,Partially cloudy,Partly cloudy throughout the day.,8.0,06:35:54,18:06:20
F001,10.546179,76.41653,2024-12-19,32.3,23.0,26.9,78.9,0.0,16.6,1009.2,4.2,39.1,Partially cloudy,Partly cloudy throughout the day.,8.0,06:36:25,18:06:49
F001,10.546179,76.41653,2024-12-20,32.0,24.0,27.5,80.6,0.0,16.6,1009.0,3.5,34.7,Partially cloudy,Partly cloudy throughout the day.,8.0,06:36:55,18:07:18
F001,10.546179,76.41653,2024-12-21,32.0,23.0,27.3,79.0,0.1,20.5,1009.9,4.8,36.2,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,8.0,06:37:25,18:07:48
F001,10.546179,76.41653,2024-12-22,32.0,23.0,26.8,77.0,0.0,18.4,1010.5,4.3,34.8,Partially cloudy,Partly cloudy throughout the day.,8.0,06:37:55,18:08:18
F001,10.546179,76.41653,2024-12-23,31.4,22.0,26.3,74.1,0.0,13.0,1010.5,4.8,29.1,Partially cloudy,Partly cloudy throughout the day.,9.0,06:38:24,18:08:48
F001,10.546179,76.41653,2024-12-24,31.0,22.0,26.2,74.4,0.0,16.6,1010.7,5.0,28.4,Partially cloudy,Partly cloudy throughout the day.,8.0,06:38:53,18:09:19
F001,10.546179,76.41653,2024-12-25,31.0,22.0,26.2,76.1,0.0,16.6,1011.5,5.2,33.7,Partially cloudy,Partly cloudy throughout the day.,6.0,06:39:21,18:09:50
F001,10.546179,76.41653,2024-12-26,31.0,22.0,26.6,80.1,0.0,14.8,1012.2,5.9,36.5,Partially cloudy,Partly cloudy throughout the day.,6.0,06:39:49,18:10:21
F001,10.546179,76.41653,2024-12-27,32.0,25.0,27.8,80.0,0.2,14.8,1012.5,4.2,42.0,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,7.0,06:40:17,18:10:53
F001,10.546179,76.41653,2024-12-28,32.8,24.0,27.9,71.0,2.0,13.3,1012.5,7.9,45.0,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,8.0,06:40:43,18:11:25
F001,10.546179,76.41653,2024-12-29,34.0,23.0,27.7,69.8,0.0,18.4,1012.1,6.2,40.9,Partially cloudy,Partly cloudy throughout the day.,8.0,06:41:10,18:11:57
F001,10.546179,76.41653,2024-12-30,33.0,23.0,27.9,72.1,0.0,12.6,1011.6,6.1,48.5,Partially cloudy,Partly cloudy throughout the day.,7.0,06:41:35,18:12:30
F001,10.546179,76.41653,2024-12-31,33.6,24.7,28.3,65.0,0.0,19.8,1011.2,7.0,41.6,Partially cloudy,Partly cloudy throughout the day.,8.0,06:42:00,18:13:02
F001,10.546179,76.41653,2025-01-01,34.0,20.0,27.0,64.4,0.0,29.5,1010.3,4.9,27.1,Partially cloudy,Partly cloudy throughout the day.,9.0,06:42:24,18:13:35
F001,10.546179,76.41653,2025-01-02,33.0,20.0,26.0,68.0,0.0,15.1,1010.6,5.9,33.6,Partially cloudy,Partly cloudy throughout the day.,9.0,06:42:48,18:14:07
F001,10.546179,76.41653,2025-01-03,33.0,20.0,26.3,64.6,0.0,11.2,1010.6,6.0,34.0,Partially cloudy,Partly cloudy throughout the day.,9.0,06:43:11,18:14:40
F001,10.546179,76.41653,2025-01-04,33.0,20.0,25.5,67.9,0.0,9.9,1010.2,4.3,33.0,Partially cloudy,Partly cloudy throughout the day.,9.0,06:43:33,18:15:13
F001,10.546179,76.41653,2025-01-05,33.0,20.0,26.0,70.6,0.0,9.4,1010.8,5.2,28.8,Partially cloudy,Partly cloudy throughout the day.,9.0,06:43:54,18:15:45
F001,10.546179,76.41653,2025-01-06,33.0,21.0,26.3,69.1,0.0,9.4,1010.6,4.9,26.5,Partially cloudy,Partly cloudy throughout the day.,9.0,06:44:15,18:16:18
F001,10.546179,76.41653,2025-01-07,33.0,21.0,26.1,71.1,0.0,11.2,1010.6,140.3,24.3,Partially cloudy,Partly cloudy throughout the day.,9.0,06:44:34,18:16:50
F001,10.546179,76.41653,2025-01-08,34.6,22.0,26.7,72.2,0.0,11.2,1010.0,5.5,29.0,Partially cloudy,Becoming cloudy in the afternoon.,8.0,06:44:53,18:17:23
F001,10.546179,76.41653,2025-01-09,32.3,23.0,27.1,66.2,0.0,15.0,1010.5,7.2,30.7,Partially cloudy,Partly cloudy throughout the day.,8.0,06:45:11,18:17:55
F001,10.546179,76.41653,2025-01-10,34.0,23.0,27.9,63.8,0.0,14.8,1011.7,6.7,24.5,Partially cloudy,Partly cloudy throughout the day.,9.0,06:45:28,18:18:27
F001,10.546179,76.41653,2025-01-11,34.0,24.0,28.0,69.3,0.0,13.8,1011.7,5.8,33.8,Partially cloudy,Becoming cloudy in the afternoon.,8.0,06:45:44,18:18:59
F001,10.546179,76.41653,2025-01-12,34.0,23.8,28.1,68.8,0.0,12.2,1011.6,9.9,46.8,Partially cloudy,Partly cloudy throughout the day.,8.0,06:45:59,18:19:30
F001,10.546179,76.41653,2025-01-13,33.0,24.0,28.3,70.6,0.0,11.2,1009.8,6.2,48.1,Partially cloudy,Partly cloudy throughout the day.,7.0,06:46:14,18:20:01
F001,10.546179,76.41653,2025-01-14,32.1,24.0,27.1,78.3,0.4,16.6,1010.8,4.5,63.0,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,7.0,06:46:27,18:20:32
F001,10.546179,76.41653,2025-01-15,33.0,24.0,28.0,67.6,1.1,15.8,1011.1,6.3,73.6,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,8.0,06:46:39,18:21:03
F001,10.546179,76.41653,2025-01-16,33.4,23.0,27.9,61.1,0.0,18.7,1010.9,7.2,42.0,Partially cloudy,Partly cloudy throughout the day.,8.0,06:46:51,18:21:33
